;kostya_file;filename;size;accession;sample;subsample;treatment
744;EGAF00002338648/20024_1#1.cram;20024_1#1;5.3G;EGAN00001437492;MSM0.58;s4;AAII (37,5 uM)
745;EGAF00002340426/22150_4#9.cram;22150_4#9;1.5G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
746;EGAF00002338288/22914_3#12.cram;22914_3#12;2.6G;EGAN00001938992;MSM0.130;s3;DBC (1,5 uM)
747;EGAF00002340302/22101_7#20.cram;22101_7#20;1.7G;EGAN00001938943;MSM0.111;s1;Benzidine (200 uM)
748;EGAF00002340115/22216_7#19.cram;22216_7#19;1.5G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
749;EGAF00002339752/22783_6#4.cram;22783_6#4;6.9G;EGAN00001939017;MSM0.116;s3;MOCA (37,5 uM) + S9
750;EGAF00002338659/22216_4#3.cram;22216_4#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
751;EGAF00002339270/22217_4#22.cram;22217_4#22;1.4G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
752;EGAF00002339156/21898_2.cram;21898_2;33G;EGAN00001938935;MSM0.115;s2;MOCA (5 uM)
753;EGAF00002338225/19793_3#1.cram;19793_3#1;4.8G;EGAN00001437460;MSM0.45;s2;H2O Control (0,1%)
754;EGAF00002339101/22217_2#13.cram;22217_2#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
755;EGAF00002338861/18928_7#2.cram;18928_7#2;4.0G;EGAN00001437423;MSM0.40;s2;6-Nitrochrysene (0,78 uM)
756;EGAF00002338396/16524_5#93.cram;16524_5#93;4.3G;EGAN00001437328;MSM0.3;s2;AAI (1,25 uM)
757;EGAF00002340438/22156_5#4.cram;22156_5#4;1.4G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
758;EGAF00002340485/22746_8#3.cram;22746_8#3;2.1G;EGAN00001938997;MSM0.121;s5;2-Naphthylamine (200 uM)
759;EGAF00002339561/16520_8#96.cram;16520_8#96;3.9G;EGAN00001437332;MSM0.10;s1;Melphalan (1,5 uM)
760;EGAF00002338402/16525_5#93.cram;16525_5#93;4.2G;EGAN00001437328;MSM0.3;s2;AAI (1,25 uM)
761;EGAF00002339592/22152_1#5.cram;22152_1#5;1.5G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
762;EGAF00002339690/22100_2#4.cram;22100_2#4;1.5G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
763;EGAF00002340163/23098_8#2.cram;23098_8#2;11G;EGAN00001938969;MSM0.103;s6;DBADE (0,109 uM)
764;EGAF00002338467/23125_7#3.cram;23125_7#3;7.6G;EGAN00001938925;MSM0.95;s3;1,8-DNP (8 uM)
765;EGAF00002338367/23031_4#1.cram;23031_4#1;11G;EGAN00001437466;MSM0.54;s3;5-Methylchrysene (1,6 uM) + S9
766;EGAF00002339266/22210_2#24.cram;22210_2#24;1.3G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
767;EGAF00002340066/22101_5#6.cram;22101_5#6;1.6G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
768;EGAF00002338464/23125_6#4.cram;23125_6#4;8.3G;EGAN00001938927;MSM0.72;s3;Carboplatin (5 uM)
769;EGAF00002338211/19685_7#7.cram;19685_7#7;4.9G;EGAN00001437459;MSM0.45;s1;H2O Control (0,1%)
770;EGAF00002338536/19847_1#6.cram;19847_1#6;4.5G;EGAN00001437483;MSM0.46;s1;Cobalt (II) chloride (250 uM)
771;EGAF00002338370/23031_5#1.cram;23031_5#1;11G;EGAN00001437466;MSM0.54;s3;5-Methylchrysene (1,6 uM) + S9
772;EGAF00002340455/22156_5#21.cram;22156_5#21;1.6G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
773;EGAF00002339591/22152_1#4.cram;22152_1#4;1.3G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
774;EGAF00002338442/22211_8#23.cram;22211_8#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
775;EGAF00002339348/22211_1#25.cram;22211_1#25;1.3G;EGAN00001938989;MSM0.98;s2;Nickel (II) chloride (412,5 uM)
776;EGAF00002339390/19226_8#8.cram;19226_8#8;2.6G;EGAN00001437441;MSM0.37;s1;DMSO Control (0,1%) + S9
777;EGAF00002339381/22217_7#4.cram;22217_7#4;1.6G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
778;EGAF00002340159/23031_8#1.cram;23031_8#1;9.4G;EGAN00001938930;MSM0.102;s5;Potassium bromate (875 uM)
779;EGAF00002339710/22152_2#12.cram;22152_2#12;1.5G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
780;EGAF00002339109/22217_2#23.cram;22217_2#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
781;EGAF00002340216/22152_7#4.cram;22152_7#4;1.3G;EGAN00001938970;MSM0.110;s1;DMH (11,6 mM) + S9
782;EGAF00002339853/22100_3#10.cram;22100_3#10;1.5G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
783;EGAF00002340314/22101_8#8.cram;22101_8#8;1.8G;EGAN00001938968;MSM0.103;s5;DBADE (0,109 uM)
784;EGAF00002339315/19226_6#9.cram;19226_6#9;3.1G;EGAN00001437442;MSM0.37;s2;DMSO Control (0,1%) + S9
785;EGAF00002338412/19846_4#1.cram;19846_4#1;4.5G;EGAN00001437477;MSM0.52;s1;Acrylamide (9,5 mM) + S9
786;EGAF00002340183/22101_6#12.cram;22101_6#12;1.7G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
787;EGAF00002340430/22150_4#13.cram;22150_4#13;1.9G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
788;EGAF00002338802/20024_7#2.cram;20024_7#2;5.6G;EGAN00001437501;MSM0.56;s5;SSR (1,25 J)
789;EGAF00002339629/20619_4#1.cram;20619_4#1;32G;EGAN00001437315;MSM0.11;s1;Temozolomide (200 uM)
790;EGAF00002338851/22216_7#9.cram;22216_7#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
791;EGAF00002339049/19056_2#4.cram;19056_2#4;5.7G;EGAN00001437420;MSM0.42;s2;DBA (75 uM) + S9
792;EGAF00002340041/22914_5#6.cram;22914_5#6;2.7G;EGAN00001939010;MSM0.123;s2;Semustine (700 uM) + S9
793;EGAF00002338945/22216_8#23.cram;22216_8#23;1.2G;EGAN00001938980;MSM0.87;s3;3-NBA (0,1 uM)
794;EGAF00002339086/21826_8.cram;21826_8;33G;EGAN00001938923;MSM0.95;s1;1,8-DNP (8 uM)
795;EGAF00002338771/22216_6#10.cram;22216_6#10;1.5G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
796;EGAF00002340332/22152_8#9.cram;22152_8#9;1.3G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
797;EGAF00002338949/18962_4#7.cram;18962_4#7;4.3G;EGAN00001437430;MSM0.39;s1;Lead (II) nitrate (88 uM)
798;EGAF00002340261/24108_1#2.cram;24108_1#2;9.7G;EGAN00001938969;MSM0.103;s6;DBADE (0,109 uM)
799;EGAF00002339671/22100_1#9.cram;22100_1#9;1.5G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
800;EGAF00002338489/23627_7#1.cram;23627_7#1;5.9G;EGAN00001939019;MSM0.131;s1;DMSO Control (0,1%) + S9
801;EGAF00002339899/22152_3#15.cram;22152_3#15;1.4G;EGAN00001938971;MSM0.110;s2;DMH (11,6 mM) + S9
802;EGAF00002339174/22210_1#11.cram;22210_1#11;1.3G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
803;EGAF00002339530/22217_8#14.cram;22217_8#14;1.5G;EGAN00001437538;MSM0.66;s3;Mechlorethamine (0,3 uM)
804;EGAF00002339494/19684_3#2.cram;19684_3#2;5.0G;EGAN00001437462;MSM0.24;s3;ENU (400 uM)
805;EGAF00002339499/19684_3#7.cram;19684_3#7;5.1G;EGAN00001437468;MSM0.49;s2;AFB1 (0,25 uM) + S9
806;EGAF00002338700/17774_1.cram;17774_1;31G;EGAN00001437370;MSM0.5;s2;3-NBA (0,025 uM)
807;EGAF00002339637/22156_6#8.cram;22156_6#8;1.6G;EGAN00001938968;MSM0.103;s5;DBADE (0,109 uM)
808;EGAF00002339943/22101_1#18.cram;22101_1#18;1.6G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
809;EGAF00002338911/20627_2.cram;20627_2;30G;EGAN00001437362;MSM0.13;s3;DBPDE (0,000156 uM)
810;EGAF00002340180/22101_6#9.cram;22101_6#9;1.5G;EGAN00001938946;MSM0.108;s2;MNNG (0,75 uM)
811;EGAF00002339347/22211_1#24.cram;22211_1#24;1.4G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
812;EGAF00002339054/19056_3#1.cram;19056_3#1;4.9G;EGAN00001437422;MSM0.40;s1;6-Nitrochrysene (0,78 uM)
813;EGAF00002338852/22216_7#10.cram;22216_7#10;1.5G;EGAN00001437520;MSM0.63;s3;Propylene oxide (10 mM)
814;EGAF00002338355/22914_5#12.cram;22914_5#12;2.6G;EGAN00001938992;MSM0.130;s3;DBC (1,5 uM)
815;EGAF00002338261/22211_7#7.cram;22211_7#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
816;EGAF00002340434/22152_8#24.cram;22152_8#24;1.4G;EGAN00001938955;MSM0.104;s1;Formaldehyde (120 uM)
817;EGAF00002340391/24709_4#3.cram;24709_4#3;6.2G;EGAN00001939040;MSM0.120;s1;MeOH Control (1,3%)
818;EGAF00002338256/22211_7#1.cram;22211_7#1;1.7G;EGAN00001437335;MSM0.15;s2;Mitomycin C (0,313 uM)
819;EGAF00002338757/22216_5#21.cram;22216_5#21;1.4G;EGAN00001939002;MSM0.90;s3;PhIP (4 uM) + S9
820;EGAF00002339332/22211_1#7.cram;22211_1#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
821;EGAF00002339355/22211_2#7.cram;22211_2#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
822;EGAF00002338663/22216_4#7.cram;22216_4#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
823;EGAF00002340411/22101_8#18.cram;22101_8#18;1.6G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
824;EGAF00002340200/22101_7#5.cram;22101_7#5;1.7G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
825;EGAF00002339108/22217_2#22.cram;22217_2#22;1.5G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
826;EGAF00002339150/19221_5#5.cram;19221_5#5;3.6G;EGAN00001437449;MSM0.35;s3;Potassium bromate (260 uM)
827;EGAF00002340344/22152_8#21.cram;22152_8#21;1.5G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
828;EGAF00002340442/22156_5#8.cram;22156_5#8;1.6G;EGAN00001938968;MSM0.103;s5;DBADE (0,109 uM)
829;EGAF00002338813/20025_5#1.cram;20025_5#1;5.5G;EGAN00001437492;MSM0.58;s4;AAII (37,5 uM)
830;EGAF00002339613/16544_2#90.cram;16544_2#90;4.7G;EGAN00001437324;MSM0.1;s1;H2O Control (0,1%)
831;EGAF00002339711/22152_2#13.cram;22152_2#13;1.6G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
832;EGAF00002339343/22211_1#18.cram;22211_1#18;1.4G;EGAN00001939000;MSM0.93;s2;6-Nitrochrysene (50 uM) + S9
833;EGAF00002338862/18928_7#3.cram;18928_7#3;3.8G;EGAN00001437419;MSM0.42;s1;DBA (75 uM) + S9
834;EGAF00002338814/20025_5#2.cram;20025_5#2;5.1G;EGAN00001437493;MSM0.58;s5;AAII (37,5 uM)
835;EGAF00002339152/19221_5#7.cram;19221_5#7;3.3G;EGAN00001437453;MSM0.36;s2;Lead (II) acetate (75 uM)
836;EGAF00002339539/22217_8#25.cram;22217_8#25;1.2G;EGAN00001938989;MSM0.98;s2;Nickel (II) chloride (412,5 uM)
837;EGAF00002338420/19846_4#9.cram;19846_4#9;4.3G;EGAN00001437487;MSM0.50;s2;1,6-DNP (0,09 uM)
838;EGAF00002339402/19227_2#11.cram;19227_2#11;3.3G;EGAN00001437445;MSM0.41;s2;Ellipticine (0,375 uM) + S9
839;EGAF00002340444/22156_5#10.cram;22156_5#10;1.4G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
840;EGAF00002339140/19058_8#1.cram;19058_8#1;8.9G;EGAN00001437404;MSM0.28;s4;Nickel (II) chloride (300 uM)
841;EGAF00002340739/22101_3#13.cram;22101_3#13;1.8G;EGAN00001938958;MSM0.127;s1;MeOH Control (4,3%) + S9
842;EGAF00002339717/22152_2#19.cram;22152_2#19;1.3G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
843;EGAF00002339397/19227_2#6.cram;19227_2#6;3.6G;EGAN00001437452;MSM0.36;s1;Lead (II) acetate (75 uM)
844;EGAF00002339703/22152_2#5.cram;22152_2#5;1.5G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
845;EGAF00002339801/22914_1#9.cram;22914_1#9;2.5G;EGAN00001939007;MSM0.114;s2;2-Naphthylamine (200 uM) + HS9
846;EGAF00002339410/19227_3#10.cram;19227_3#10;3.5G;EGAN00001437451;MSM0.41;s4;Ellipticine (0,375 uM) + S9
847;EGAF00002338959/18962_6#1.cram;18962_6#1;4.2G;EGAN00001437410;MSM0.29;s1;1-Nitropyrene (1,75 uM) + S9
848;EGAF00002338551/22216_2#24.cram;22216_2#24;1.4G;EGAN00001938988;MSM0.98;s1;Nickel (II) chloride (412,5 uM)
849;EGAF00002339846/22100_3#3.cram;22100_3#3;1.6G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
850;EGAF00002339805/22914_2#3.cram;22914_2#3;2.3G;EGAN00001938997;MSM0.121;s5;2-Naphthylamine (200 uM)
851;EGAF00002338430/19846_6#1.cram;19846_6#1;4.5G;EGAN00001437477;MSM0.52;s1;Acrylamide (9,5 mM) + S9
852;EGAF00002339231/19221_7#10.cram;19221_7#10;3.4G;EGAN00001437451;MSM0.41;s4;Ellipticine (0,375 uM) + S9
853;EGAF00002340360/22746_4#7.cram;22746_4#7;2.6G;EGAN00001939011;MSM0.116;s1;MOCA (37,5 uM) + S9
854;EGAF00002339515/22211_4#5.cram;22211_4#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
855;EGAF00002340366/22746_5#2.cram;22746_5#2;2.4G;EGAN00001938996;MSM0.121;s4;2-Naphthylamine (200 uM)
856;EGAF00002340322/22152_7#23.cram;22152_7#23;1.4G;EGAN00001938964;MSM0.118;s1;DMSO Control (0,5%) + HS9
857;EGAF00002338604/16544_5#93.cram;16544_5#93;3.9G;EGAN00001437328;MSM0.3;s2;AAI (1,25 uM)
858;EGAF00002340020/22216_4#20.cram;22216_4#20;1.5G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
859;EGAF00002338510/16534_7#95.cram;16534_7#95;3.3G;EGAN00001437331;MSM0.15;s3;Mitomycin C (0,313 uM)
860;EGAF00002340264/24207_7#3.cram;24207_7#3;10G;EGAN00001939027;MSM0.128;s4;Media Control
861;EGAF00002340057/22101_4#21.cram;22101_4#21;1.8G;EGAN00001938959;MSM0.127;s2;MeOH Control (4,3%) + S9
862;EGAF00002339625/16826_1#1.cram;16826_1#1;7.5G;EGAN00001437333;MSM0.10;s2;Melphalan (1,5 uM)
863;EGAF00002338216/19685_8#5.cram;19685_8#5;4.8G;EGAN00001437465;MSM0.54;s2;5-Methylchrysene (1,6 uM) + S9
864;EGAF00002340061/22101_5#1.cram;22101_5#1;1.5G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
865;EGAF00002339374/22217_6#22.cram;22217_6#22;1.5G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
866;EGAF00002338257/22211_7#3.cram;22211_7#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
867;EGAF00002340282/24244_3#3.cram;24244_3#3;10G;EGAN00001939027;MSM0.128;s4;Media Control
868;EGAF00002338169/22211_5#17.cram;22211_5#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
869;EGAF00002338795/18928_6#2.cram;18928_6#2;4.1G;EGAN00001437423;MSM0.40;s2;6-Nitrochrysene (0,78 uM)
870;EGAF00002339837/22100_2#18.cram;22100_2#18;1.6G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
871;EGAF00002340148/22914_8#1.cram;22914_8#1;5.1G;EGAN00001939015;MSM0.112;s3;Benzidine (900 uM) + S9
872;EGAF00002340107/22152_6#6.cram;22152_6#6;1.4G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
873;EGAF00002339423/22211_2#17.cram;22211_2#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
874;EGAF00002339320/19226_7#5.cram;19226_7#5;3.5G;EGAN00001437449;MSM0.35;s3;Potassium bromate (260 uM)
875;EGAF00002338928/22216_8#4.cram;22216_8#4;1.6G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
876;EGAF00002339916/22204_3#17.cram;22204_3#17;1.7G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
877;EGAF00002339301/19226_5#4.cram;19226_5#4;3.3G;EGAN00001437448;MSM0.31;s6;Styrene oxide (75 uM)
878;EGAF00002340121/22217_1#19.cram;22217_1#19;1.4G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
879;EGAF00002338969/18962_7#3.cram;18962_7#3;4.0G;EGAN00001437419;MSM0.42;s1;DBA (75 uM) + S9
880;EGAF00002340205/22152_6#17.cram;22152_6#17;1.3G;EGAN00001938952;MSM0.122;s1;MX (7 uM) + S9
881;EGAF00002339635/22156_6#6.cram;22156_6#6;1.4G;EGAN00001938944;MSM0.111;s2;Benzidine (200 uM)
882;EGAF00002338209/19685_7#5.cram;19685_7#5;4.9G;EGAN00001437456;MSM0.32;s5;Ellipticine (0,125 uM)
883;EGAF00002340243/22746_1#10.cram;22746_1#10;2.5G;EGAN00001938990;MSM0.130;s1;DBC (1,5 uM)
884;EGAF00002338661/22216_4#5.cram;22216_4#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
885;EGAF00002339444/22217_7#9.cram;22217_7#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
886;EGAF00002338159/22211_5#7.cram;22211_5#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
887;EGAF00002338187/22417_1#22.cram;22417_1#22;1.4G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
888;EGAF00002339771/22156_8#12.cram;22156_8#12;1.5G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
889;EGAF00002340031/22914_4#6.cram;22914_4#6;2.6G;EGAN00001939010;MSM0.123;s2;Semustine (700 uM) + S9
890;EGAF00002339570/16525_8#96.cram;16525_8#96;3.8G;EGAN00001437332;MSM0.10;s1;Melphalan (1,5 uM)
891;EGAF00002339877/22101_1#10.cram;22101_1#10;1.5G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
892;EGAF00002339118/22217_3#7.cram;22217_3#7;1.5G;EGAN00001437494;MSM0.58;s6;AAII (37,5 uM)
893;EGAF00002339745/22783_5#2.cram;22783_5#2;6.0G;EGAN00001939016;MSM0.116;s2;MOCA (37,5 uM) + S9
894;EGAF00002339149/19221_5#4.cram;19221_5#4;3.3G;EGAN00001437448;MSM0.31;s6;Styrene oxide (75 uM)
895;EGAF00002339588/22152_1#1.cram;22152_1#1;1.2G;EGAN00001938973;MSM0.119;s1;DMSO Control (0,5%) + S9
896;EGAF00002339455/22217_7#22.cram;22217_7#22;1.5G;EGAN00001938979;MSM0.87;s2;3-NBA (0,1 uM)
897;EGAF00002340127/22217_3#19.cram;22217_3#19;1.5G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
898;EGAF00002340292/22101_7#10.cram;22101_7#10;1.5G;EGAN00001938949;MSM0.105;s1;Acetaldehyde (12 mM)
899;EGAF00002338850/22216_7#8.cram;22216_7#8;1.5G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
900;EGAF00002339094/21866_6.cram;21866_6;37G;EGAN00001938893;MSM0.91;s1;1-Nitropyrene (2,5  uM) + S9
901;EGAF00002339419/22211_2#13.cram;22211_2#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
902;EGAF00002338527/19846_7#6.cram;19846_7#6;4.7G;EGAN00001437483;MSM0.46;s1;Cobalt (II) chloride (250 uM)
903;EGAF00002338167/22211_5#15.cram;22211_5#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
904;EGAF00002339316/19226_6#10.cram;19226_6#10;3.4G;EGAN00001437451;MSM0.41;s4;Ellipticine (0,375 uM) + S9
905;EGAF00002338960/18962_6#2.cram;18962_6#2;4.2G;EGAN00001437411;MSM0.29;s2;1-Nitropyrene (1,75 uM) + S9
906;EGAF00002338777/18765_2.cram;18765_2;34G;EGAN00001437403;MSM0.34;s3;Formaldehyde (85,5 uM)
907;EGAF00002340385/24709_3#2.cram;24709_3#2;6.3G;EGAN00001939034;MSM0.125;s1;Methyleugenol (1,9 mM) + S9
908;EGAF00002339557/22417_1#9.cram;22417_1#9;1.4G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
909;EGAF00002338671/22216_4#15.cram;22216_4#15;1.5G;EGAN00001437541;MSM0.74;s3;DBAC (5 uM) + S9
910;EGAF00002339466/22217_8#8.cram;22217_8#8;1.4G;EGAN00001437497;MSM0.55;s3;Furan (100 mM) + S9
911;EGAF00002339831/22100_2#12.cram;22100_2#12;1.7G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
912;EGAF00002339440/22211_3#11.cram;22211_3#11;1.4G;EGAN00001437529;MSM0.64;s3;N-Nitrosopyrrolidine (50 mM)
913;EGAF00002339363/22217_6#9.cram;22217_6#9;1.5G;EGAN00001437502;MSM0.56;s6;SSR (1,25 J)
914;EGAF00002339929/22210_2#20.cram;22210_2#20;1.4G;EGAN00001938986;MSM0.100;s2;2,6-Dimethylaniline (3,8 mM)
915;EGAF00002339114/22217_3#3.cram;22217_3#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
916;EGAF00002339910/22152_4#2.cram;22152_4#2;1.3G;EGAN00001938967;MSM0.103;s1;DBADE (0,109 uM)
917;EGAF00002340104/22152_6#3.cram;22152_6#3;1.3G;EGAN00001938956;MSM0.104;s2;Formaldehyde (120 uM)
918;EGAF00002339891/22152_3#7.cram;22152_3#7;1.5G;EGAN00001938953;MSM0.122;s2;MX (7 uM) + S9
919;EGAF00002339068/21822_3.cram;21822_3;32G;EGAN00001938890;MSM0.88;s1;Ellipticine (0,625 uM) + S9
920;EGAF00002339161/21898_7.cram;21898_7;34G;EGAN00001938941;MSM0.117;s5;MX (2,5 uM)
921;EGAF00002338504/16533_7#95.cram;16533_7#95;3.5G;EGAN00001437331;MSM0.15;s3;Mitomycin C (0,313 uM)
922;EGAF00002339917/22204_3#18.cram;22204_3#18;1.6G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
923;EGAF00002339624/16819_1#1.cram;16819_1#1;7.0G;EGAN00001437333;MSM0.10;s2;Melphalan (1,5 uM)
924;EGAF00002340036/22914_5#1.cram;22914_5#1;2.2G;EGAN00001938995;MSM0.121;s3;2-Naphthylamine (200 uM)
925;EGAF00002339647/22156_6#18.cram;22156_6#18;1.4G;EGAN00001938977;MSM0.107;s2;2,6-Dimethylaniline (11 mM) + S9
926;EGAF00002338956/18962_5#6.cram;18962_5#6;4.9G;EGAN00001437429;MSM0.38;s3;1,4-Benzoquinone (5 uM)
927;EGAF00002340010/22211_8#19.cram;22211_8#19;1.4G;EGAN00001938985;MSM0.100;s1;2,6-Dimethylaniline (3,8 mM)
928;EGAF00002338577/23627_7#5.cram;23627_7#5;6.7G;EGAN00001939023;MSM0.132;s2;DBP (0,0313 uM) + S9
929;EGAF00002339511/22211_3#26.cram;22211_3#26;1.3G;EGAN00001938982;MSM0.83;s1;Cisplatin (12,5 uM)
930;EGAF00002339329/22211_1#4.cram;22211_1#4;1.6G;EGAN00001437454;MSM0.36;s3;Lead (II) acetate (75 uM)
931;EGAF00002339036/18962_8#3.cram;18962_8#3;3.8G;EGAN00001437419;MSM0.42;s1;DBA (75 uM) + S9
932;EGAF00002339612/16543_8#96.cram;16543_8#96;3.7G;EGAN00001437332;MSM0.10;s1;Melphalan (1,5 uM)
933;EGAF00002340284/24464_6#2.cram;24464_6#2;16G;EGAN00001939032;MSM0.129;s3;Media Control + S9
934;EGAF00002339342/22211_1#17.cram;22211_1#17;1.7G;EGAN00001938999;MSM0.93;s1;6-Nitrochrysene (50 uM) + S9
935;EGAF00002340471/22746_6#9.cram;22746_6#9;2.5G;EGAN00001939007;MSM0.114;s2;2-Naphthylamine (200 uM) + HS9
936;EGAF00002338408/19846_3#6.cram;19846_3#6;4.8G;EGAN00001437483;MSM0.46;s1;Cobalt (II) chloride (250 uM)
937;EGAF00002340053/22914_6#8.cram;22914_6#8;3.1G;EGAN00001939006;MSM0.114;s1;2-Naphthylamine (200 uM) + HS9
938;EGAF00002339408/19227_3#8.cram;19227_3#8;2.8G;EGAN00001437441;MSM0.37;s1;DMSO Control (0,1%) + S9
939;EGAF00002339968/22101_4#19.cram;22101_4#19;1.6G;EGAN00001938974;MSM0.119;s2;DMSO Control (0,5%) + S9
940;EGAF00002338557/22216_3#5.cram;22216_3#5;1.5G;EGAN00001437488;MSM0.50;s3;1,6-DNP (0,09 uM)
941;EGAF00002338585/23824_7#3.cram;23824_7#3;6.2G;EGAN00001939021;MSM0.131;s3;DMSO Control (0,1%) + S9
942;EGAF00002338237/22211_6#6.cram;22211_6#6;1.4G;EGAN00001437491;MSM0.53;s6;Glycidamide (475 uM)
943;EGAF00002339913/22204_3#14.cram;22204_3#14;1.9G;EGAN00001938965;MSM0.118;s2;DMSO Control (0,5%) + HS9
944;EGAF00002339370/22217_6#16.cram;22217_6#16;1.5G;EGAN00001938983;MSM0.83;s2;Cisplatin (12,5 uM)
945;EGAF00002338143/19684_8#3.cram;19684_8#3;6.1G;EGAN00001437473;MSM0.47;s1;MMS (100 uM)
946;EGAF00002339317/19226_6#11.cram;19226_6#11;3.3G;EGAN00001437445;MSM0.41;s2;Ellipticine (0,375 uM) + S9
947;EGAF00002339047/19056_2#2.cram;19056_2#2;4.5G;EGAN00001437423;MSM0.40;s2;6-Nitrochrysene (0,78 uM)
948;EGAF00002339432/22211_3#3.cram;22211_3#3;1.4G;EGAN00001437347;MSM0.9;s6;DMSO Control (0,1%)
949;EGAF00002339896/22152_3#12.cram;22152_3#12;1.5G;EGAN00001938947;MSM0.108;s3;MNNG (0,75 uM)
950;EGAF00002339182/22217_3#13.cram;22217_3#13;1.6G;EGAN00001437526;MSM0.65;s4;MeIQX (300 uM)
951;EGAF00002340217/22152_7#5.cram;22152_7#5;1.5G;EGAN00001938961;MSM0.101;s1;Cyclophosphamide (60 uM) + S9
